id,first_name,last_name,patronymic,date_of_birth
,Єлисей,Овчаренко,Сергійович,1927-07-14
,Степан,Туркало,Гордійович,1950-07-18
,Світлана,Шеремета,Валентинівна,1994-04-21
,Костянтин,Стус,Демидівна,1931-08-19
,Алла,Андрієнко,Йосипівна,1972-01-31
,Лілія,Гречко,Веніяминівна,1963-07-03
,Єлисавета,Ярош,Миронівна,1989-10-15
,Григорій,Акименко,Васильівна,1947-10-30
,Світлана,Гайдамака,Єфремівна,1992-03-19
,Ярослава,Стельмах,Валеріївна,1991-11-04
,Вʼячеслав,Лукаш,Теодорович,1940-11-15
,Пріска,Лукаш,Аркадіївна,1955-10-27
,Ліза,Скорик,Артемівна,1932-03-02
,Марта,Гаврюшенко,Яремівна,2015-09-09
,Демʼян,Дзиндра,Леопольдович,1985-10-31
,Геннадій,Ґоляш,Омелянівна,1958-07-20
,Тереза,Андрійчук,Остапівна,1962-07-29
,Михайло,Дубина,Єлисеївна,2013-01-30
,Леонід,Гузій,Омелянівна,1981-02-04
,Омелян,Верес,Ігорівна,2007-02-10
,Ірина,Ватаманюк,Стефанівна,1929-06-09
,Григорій,Палій,Яковович,1997-01-14
,Іван,Демиденко,Миколайович,1999-12-18
,Віра,Ващенко-Захарченко,Варфоломіївна,2006-06-06
,Демʼян,Штепа,Демидович,1997-11-30
,Ілля,Пушкар,Макарович,1965-05-22
,Ада,Архимович,Олегівна,1932-03-27
,Ірена,Андрійчук,Климентівна,1944-10-05
,Христина,Габелко,Андріївна,1975-03-27
,Ада,Михайлюк,Аркадіївна,1985-03-26
,Дарина,Макогон,Омелянівна,1943-11-10
,Емілія,Теличенко,Едуардівна,1929-02-20
,Тереза,Чередник,Орестівна,1978-05-24
,Ярослав,Ткач,Ігнатівна,1956-03-26
,Оксенія,Чумаченко,Ростиславівна,2008-02-09
,Оксенія,Аронець,Григоріївна,2011-04-02
,Онисим,Бакуменко,Олександрович,1944-04-21
,Ірена,Скиба,Сергіївна,1938-10-18
,Юстим,Пʼятаченко,Мирославович,2017-02-19
,Гліб,Захарченко,Іванівна,1956-06-15
,Єлисей,Голик,Ярославівна,2009-09-11
,Людмила,Сомко,Юхимівна,1927-06-25
,Мирослав,Андрієнко,Трохимівна,1978-11-11
,Сніжана,Гаєвська,Болеславівна,1968-08-28
,Ліза,Верес,Адамівна,1984-01-03
,Пармен,Верменич,Ігорівна,2016-03-31
,Марта,Смик,Феофанівна,1963-09-26
,Феофан,Тарасенко,Тарасович,1961-10-10
,Климент,Гайдамака,Гаврилівна,1994-07-19
,Геннадій,Фаренюк,Пилипович,1938-10-17
,Ганна,Онищенко,Феофанівна,1999-07-04
,Клавдія,Гаврюшенко,Спасівна,2006-09-08
,Орест,Ільченко,Юхимівна,1990-10-20
,Олександр,Комар,Станіславович,1970-12-12
,Єва,Чайка,Богданівна,2018-01-13
,Віолетта,Яковенко,Юстимівна,2004-11-23
,Леонід,Фесенко,Едуардович,2021-05-02
,Артем,Стус,Леонідівна,1941-11-30
,Захар,Редько,Євгенівна,1968-08-04
,Данна,Якимчук,Азарівна,2000-11-01
,Ярина,Лазаренко,Орестівна,1969-01-07
,Ольга,Рудько,Зорянівна,1928-01-24
,Марта,Вітрук,Назарівна,2019-02-11
,Онисим,Овсієнко,Орестович,1962-11-11
,Оксана,Удовиченко,Данилівна,1975-05-22
,Вікторія,Лаба,Назарівна,1958-02-21
,Петро,Тригуб,Гордіївна,1978-02-09
,Марʼяна,Артеменко,Панасівна,1936-04-30
,Алла,Василечко,Германівна,2013-02-18
,Сніжана,Гупало,Францівна,1950-11-27
,Ада,Андрійович,Іванівна,1924-11-29
,Вікторія,Архимович,Амвросійовна,2013-04-02
,Емілія,Харченко,Лукʼянівна,1927-03-12
,Ілля,Царенко,Єфремович,1941-05-28
,Еріка,Скоробогатько,Тарасівна,1944-03-15
,Аврелій,Дрозд,Данилівна,1952-06-21
,Миколай,Килимник,Олесьович,1984-10-02
,Розалія,Артеменко,Августинівна,1993-01-22
,Азар,Колесниченко,Венедиктівна,1960-12-23
,Еріка,Павличенко,Богуславівна,2002-11-21
,Гаврило,Пилипенко,Прохорович,1953-06-04
,Степан,Щербак,Семенівна,1964-06-09
,Соломія,Ванченко,Олегівна,1990-04-17
,Борис,Забарна,Геннадійович,2022-04-30
,Мілена,Бабариченко,Павлівна,2017-12-28
,Наталія,Вдовиченко,Іллівна,1986-01-01
,Єлисавета,Габелко,Мирославівна,1946-01-23
,Микита,Пелех,Охрімович,2017-07-31
,Леопольд,Таран,Устимівна,1962-11-04
,Ада,Жученко,Аркадіївна,1933-09-12
,Маруся,Карпа,Валентинівна,1971-09-14
,Оксенія,Зінкевич,Францівна,1965-09-12
,Соломія,Рябовіл,Стефанівна,2019-01-11
,Василина,Чорновіл,Гаврилівна,2023-05-08
,Веніямин,Даньків,Ааронович,1979-02-23
,Микита,Лупій,Веніяминович,1955-07-06
,Валерій,Дутка,Данилівна,1993-07-07
,Володимира,Штепа,Віталіївна,2019-09-17
,Орина,Вишивана,Бориславівна,2020-12-11
,Геннадій,Захаренко,Семенович,1958-08-24
,Оксенія,Базилевич,Григоріївна,1987-04-27
,Ада,Цюцюра,Йосипівна,2015-02-02
,Соломія,Василашко,Панасівна,1995-04-20
,Едита,Гриценко,Венедиктівна,1963-01-16
,Юхим,Охримович,Мартинович,1964-01-28
,Микита,Носаченко,Устимівна,1972-04-02
,Єлисей,Адамчук,Віталійович,1983-06-04
,Дарина,Супруненко,Давидівна,1933-03-10
,Леонтій,Вітрук,Владиславівна,1944-09-19
,Герман,Палій,Пантелеймонівна,1931-08-21
,Костянтин,Стельмах,Леопольдівна,1944-03-22
,Альберт,Свистун,Трохимівна,1927-03-09
,Едуард,Нестайко,Борисович,1987-12-10
,Пріска,Палій,Лукʼянівна,1936-01-19
,Хома,Михайличенко,Вікторович,2003-03-17
,Лариса,Асаула,Захарівна,1962-04-15
,Устим,Сірченко,Артемівна,1952-04-30
,Хома,Журавель,Стефанович,1950-03-19
,Дарина,Єрченко,Ростиславівна,1978-09-20
,Анастасія,Демʼяненко,Охрімівна,2014-02-12
,Ірена,Жук,Леонтіївна,1999-03-23
,Єлисавета,Непорожній,Сергіївна,2012-08-13
,Андрій,Данильчук,Данівна,1928-07-21
,Марта,Даниленко,Тарасівна,1955-08-01
,Орина,Вакуленко,Артемівна,1989-08-23
,Валентин,Охримович,Назарівна,2004-11-27
,Пріска,Приймак,Азарівна,1996-06-08
,Любов,Носенко,Аркадіївна,1950-04-02
,Аркадій,Удовенко,Демидівна,1924-10-28
,Семен,Рябець,Романівна,1958-04-05
,Альбіна,Атаманчук,Пантелеймонівна,1998-10-23
,Оксана,Бандура,Спасівна,1948-08-01
,Гаврило,Лемешко,Амвросійович,2021-01-05
,Богдан,Оніщук,Вʼячеславівна,1926-01-12
,Єфрем,Вобла,Веніяминович,1961-02-24
,Гліб,Їжакевич,Охрімович,1954-04-10
,Тарас,Масоха,Опанасівна,2008-04-28
,Валерій,Лубенець,Данилівна,1951-09-07
,Венедикт,Царенко,Максимівна,1941-03-19
,Аркадій,Москаль,Русланович,2005-04-28
,Олександр,Остапчук,Дмитріївна,1948-02-25
,Мирон,Артимович,Адамович,1952-11-19
,Ліза,Товстуха,Святославівна,2002-06-28
,Амвросій,Ватаманюк,Віталіївна,1986-12-17
,Юстина,Опанасенко,Ааронівна,1925-11-11
,Лілія,Ірванець,Артемівна,1968-04-27
,Орест,Бандура,Мирославівна,1995-06-10
,Володимира,Андрійович,Григоріївна,1992-11-29
,Галина,Царенко,Владиславівна,1940-06-29
,Станіслав,Михалюк,Тарасович,1987-02-12
,Амалія,Колодуб,Федорівна,1999-12-12
,Златослава,Корбут,Данилівна,1966-11-17
,Пантелеймон,Якименко,Бориславович,1963-04-21
,Аврелій,Андрощук,Едуардівна,1995-01-28
,Григорій,Зінкевич,Аркадіївна,1979-09-29
,Мартин,Ейбоженко,Охрімович,2019-09-05
,Костянтин,Лупій,Вадимівна,1964-02-16
,Венедикт,Зінчук,Теодорівна,1982-07-02
,Олена,Балабан,Йосипівна,1935-03-22
,Надія,Асаула,Лукʼянівна,1957-04-19
,Тетяна,Жученко,Віталіївна,1927-04-04
,Алла,Демʼянюк,Несторівна,1950-01-23
,Ростислав,Ткач,Костянтинович,1986-10-23
,Віталій,Орлик,Андріївна,1981-08-23
,Тетяна,Бебешко,Климентівна,2011-12-01
